date, value
06/02/1986,2.1925
07/02/1986,2.3025
10/02/1986,2.3345
11/02/1986,2.357
12/02/1986,2.328
13/02/1986,2.1795
14/02/1986,2.1235
18/02/1986,2.345
19/02/1986,2.3585
20/02/1986,2.382
21/02/1986,2.3995
24/02/1986,2.5415
25/02/1986,2.5028
26/02/1986,2.4773
27/02/1986,2.5124
28/02/1986,2.4629
03/03/1986,2.368
04/03/1986,2.539
05/03/1986,2.4875
06/03/1986,2.544
07/03/1986,2.504
10/03/1986,2.5135
11/03/1986,2.5635
12/03/1986,2.529
13/03/1986,2.5165
14/03/1986,2.4875
17/03/1986,2.3895
18/03/1986,2.4275
19/03/1986,2.446
20/03/1986,2.4585
21/03/1986,2.4125
24/03/1986,2.326
25/03/1986,2.3405
26/03/1986,2.3765
27/03/1986,2.45
31/03/1986,2.464
01/04/1986,2.37
02/04/1986,2.3225
03/04/1986,2.2595
04/04/1986,2.2325
07/04/1986,2.286
08/04/1986,2.269
09/04/1986,2.242
10/04/1986,2.2795
11/04/1986,2.3225
14/04/1986,2.275
15/04/1986,2.261
16/04/1986,2.2525
17/04/1986,2.2765
18/04/1986,2.3
21/04/1986,2.29
22/04/1986,2.314
23/04/1986,2.36
24/04/1986,2.39
25/04/1986,2.3536
28/04/1986,2.3684
29/04/1986,2.3702
30/04/1986,2.3241
01/05/1986,2.346
02/05/1986,2.356
05/05/1986,2.3485
06/05/1986,2.2795
07/05/1986,2.254
08/05/1986,2.243
09/05/1986,2.246
12/05/1986,2.1485
13/05/1986,2.1615
14/05/1986,2.2005
15/05/1986,2.2085
16/05/1986,2.2025
19/05/1986,2.0995
20/05/1986,2.0515
21/05/1986,2.1455
22/05/1986,2.1075
23/05/1986,2.0805
27/05/1986,2.039
28/05/1986,2.0425
29/05/1986,1.925
30/05/1986,1.88
02/06/1986,1.8445
03/06/1986,1.8885
04/06/1986,1.907
05/06/1986,1.9455
06/06/1986,1.9355
09/06/1986,1.8345
10/06/1986,1.831
11/06/1986,1.7805
12/06/1986,1.8185
13/06/1986,1.833
16/06/1986,1.7735
17/06/1986,1.8005
18/06/1986,1.8755
19/06/1986,1.875
20/06/1986,1.837
23/06/1986,1.758
24/06/1986,1.684
25/06/1986,1.637
26/06/1986,1.6853
27/06/1986,1.6598
30/06/1986,1.6874
01/07/1986,1.7175
02/07/1986,1.6375
07/07/1986,1.643
08/07/1986,1.638
09/07/1986,1.6455
10/07/1986,1.668
11/07/1986,1.726
14/07/1986,1.819
15/07/1986,1.8275
16/07/1986,1.854
17/07/1986,1.8495
18/07/1986,1.8445
21/07/1986,1.848
22/07/1986,1.8735
23/07/1986,1.858
24/07/1986,1.861
25/07/1986,1.882
28/07/1986,1.871
29/07/1986,1.856
30/07/1986,1.8035
31/07/1986,1.6945
01/08/1986,1.6495
04/08/1986,1.623
05/08/1986,1.5635
06/08/1986,1.6175
07/08/1986,1.631
08/08/1986,1.694
11/08/1986,1.709
12/08/1986,1.5995
13/08/1986,1.664
14/08/1986,1.6345
15/08/1986,1.6945
18/08/1986,1.785
19/08/1986,1.82
20/08/1986,1.8275
21/08/1986,1.8535
22/08/1986,1.9605
25/08/1986,2.0275
26/08/1986,1.9648
27/08/1986,2.0288
28/08/1986,2.006
29/08/1986,2.0383
02/09/1986,2.021
03/09/1986,2.0075
04/09/1986,2.033
05/09/1986,2.033
08/09/1986,2.008
09/09/1986,1.972
10/09/1986,2.012
11/09/1986,2.023
12/09/1986,2.001
15/09/1986,2
16/09/1986,2.0985
17/09/1986,2.098
18/09/1986,2.099
19/09/1986,2.1295
22/09/1986,2.14
23/09/1986,2.1665
24/09/1986,2.1215
25/09/1986,2.121
26/09/1986,2.062
29/09/1986,2.055
30/09/1986,2.0135
01/10/1986,1.9195
02/10/1986,1.952
03/10/1986,1.934
06/10/1986,1.979
07/10/1986,2.0535
08/10/1986,2.0135
09/10/1986,1.9375
10/10/1986,1.8035
13/10/1986,1.864
14/10/1986,1.798
15/10/1986,1.852
16/10/1986,1.811
17/10/1986,1.764
20/10/1986,1.6805
21/10/1986,1.7285
22/10/1986,1.726
23/10/1986,1.7615
24/10/1986,1.8065
27/10/1986,1.802
28/10/1986,1.77
29/10/1986,1.7
30/10/1986,1.7205
31/10/1986,1.737
03/11/1986,1.7995
04/11/1986,1.737
05/11/1986,1.719
06/11/1986,1.736
07/11/1986,1.759
10/11/1986,1.721
11/11/1986,1.6525
12/11/1986,1.671
13/11/1986,1.634
14/11/1986,1.5805
17/11/1986,1.4795
18/11/1986,1.477
19/11/1986,1.485
20/11/1986,1.466
21/11/1986,1.4978
24/11/1986,1.537
25/11/1986,1.5056
26/11/1986,1.5029
01/12/1986,1.456
02/12/1986,1.4825
03/12/1986,1.472
04/12/1986,1.492
05/12/1986,1.4325
08/12/1986,1.405
09/12/1986,1.3795
10/12/1986,1.406
11/12/1986,1.413
12/12/1986,1.4
15/12/1986,1.4105
16/12/1986,1.406
17/12/1986,1.385
18/12/1986,1.372
19/12/1986,1.398
22/12/1986,1.3875
23/12/1986,1.372
24/12/1986,1.371
29/12/1986,1.3375
30/12/1986,1.326
31/12/1986,1.3685
05/01/1987,1.325
06/01/1987,1.337
07/01/1987,1.329
08/01/1987,1.34
09/01/1987,1.3295
12/01/1987,1.274
13/01/1987,1.271
14/01/1987,1.256
15/01/1987,1.2325
16/01/1987,1.222
19/01/1987,1.2325
20/01/1987,1.242
21/01/1987,1.244
22/01/1987,1.264
23/01/1987,1.2695
26/01/1987,1.2445
27/01/1987,1.2475
28/01/1987,1.279
29/01/1987,1.241
30/01/1987,1.24
02/02/1987,1.252
03/02/1987,1.2405
04/02/1987,1.252
05/02/1987,1.259
06/02/1987,1.2655
09/02/1987,1.229
10/02/1987,1.228
11/02/1987,1.234
12/02/1987,1.2375
13/02/1987,1.23
17/02/1987,1.1505
18/02/1987,1.1325
19/02/1987,1.1745
20/02/1987,1.203
23/02/1987,1.2565
24/02/1987,1.2567
25/02/1987,1.262
26/02/1987,1.2918
27/02/1987,1.2884
02/03/1987,1.236
03/03/1987,1.0805
04/03/1987,1.0695
05/03/1987,1.047
06/03/1987,1.066
09/03/1987,1.069
10/03/1987,1.0845
11/03/1987,1.074
12/03/1987,1.0695
13/03/1987,1.042
16/03/1987,1.0405
17/03/1987,1.0335
18/03/1987,1.0305
19/03/1987,1.047
20/03/1987,1.0485
23/03/1987,1.0625
24/03/1987,1.0595
25/03/1987,1.051
26/03/1987,1.0395
27/03/1987,1.048
30/03/1987,1.043
31/03/1987,1.0005
01/04/1987,0.993
02/04/1987,1.01
03/04/1987,1.0095
06/04/1987,1.0205
07/04/1987,1.0425
08/04/1987,1.0765
09/04/1987,1.061
10/04/1987,1.0625
13/04/1987,1.0995
14/04/1987,1.135
15/04/1987,1.1175
16/04/1987,1.1105
20/04/1987,1.1415
21/04/1987,1.1425
22/04/1987,1.139
23/04/1987,1.164
24/04/1987,1.1825
27/04/1987,1.1596
28/04/1987,1.1775
29/04/1987,1.2172
30/04/1987,1.203
01/05/1987,1.202
04/05/1987,1.217
05/05/1987,1.206
06/05/1987,1.1585
07/05/1987,1.165
08/05/1987,1.164
11/05/1987,1.2275
12/05/1987,1.2375
13/05/1987,1.2375
14/05/1987,1.2345
15/05/1987,1.25
18/05/1987,1.2355
19/05/1987,1.246
20/05/1987,1.2415
21/05/1987,1.234
22/05/1987,1.2295
26/05/1987,1.188
27/05/1987,1.2075
28/05/1987,1.215
29/05/1987,1.1945
01/06/1987,1.1445
02/06/1987,1.1425
03/06/1987,1.1375
04/06/1987,1.1095
05/06/1987,1.101
08/06/1987,1.119
09/06/1987,1.1225
10/06/1987,1.122
11/06/1987,1.13
12/06/1987,1.1205
15/06/1987,1.0825
16/06/1987,1.068
17/06/1987,1.051
18/06/1987,1.0405
19/06/1987,1.0375
22/06/1987,1.0225
23/06/1987,1.0615
24/06/1987,1.0425
25/06/1987,1.0347
26/06/1987,1.0403
29/06/1987,1.0543
30/06/1987,1.055
01/07/1987,1.0565
02/07/1987,1.0465
06/07/1987,0.999
07/07/1987,1.0055
08/07/1987,1.0155
09/07/1987,1.0275
10/07/1987,1.0255
13/07/1987,1.0505
14/07/1987,1.048
15/07/1987,1.03
16/07/1987,1.037
17/07/1987,1.0615
20/07/1987,1.051
21/07/1987,1.041
22/07/1987,1.0465
23/07/1987,1.0695
24/07/1987,1.0655
27/07/1987,1.039
28/07/1987,1.0255
29/07/1987,1.016
30/07/1987,1.0295
31/07/1987,1.0155
03/08/1987,1.0335
04/08/1987,1.0455
05/08/1987,1.037
06/08/1987,1.0485
07/08/1987,1.06
10/08/1987,1.038
11/08/1987,1.033
12/08/1987,1.048
13/08/1987,1.0345
14/08/1987,1.034
17/08/1987,1.0335
18/08/1987,1.021
19/08/1987,1.0195
20/08/1987,1.04
21/08/1987,1.0485
24/08/1987,1.045
25/08/1987,1.114
26/08/1987,1.1174
27/08/1987,1.1328
28/08/1987,1.1487
31/08/1987,1.1797
01/09/1987,1.1775
02/09/1987,1.184
03/09/1987,1.1615
04/09/1987,1.168
08/09/1987,1.1555
09/09/1987,1.1865
10/09/1987,1.177
11/09/1987,1.1735
14/09/1987,1.156
15/09/1987,1.142
16/09/1987,1.1435
17/09/1987,1.157
18/09/1987,1.1635
21/09/1987,1.155
22/09/1987,1.118
23/09/1987,1.1225
24/09/1987,1.128
25/09/1987,1.148
28/09/1987,1.1495
29/09/1987,1.158
30/09/1987,1.1275
01/10/1987,1.1705
02/10/1987,1.1905
05/10/1987,1.247
06/10/1987,1.2385
07/10/1987,1.239
08/10/1987,1.2485
09/10/1987,1.252
12/10/1987,1.2425
13/10/1987,1.247
14/10/1987,1.2435
15/10/1987,1.2475
16/10/1987,1.246
19/10/1987,1.2275
20/10/1987,1.2
21/10/1987,1.213
22/10/1987,1.2175
23/10/1987,1.229
26/10/1987,1.223
27/10/1987,1.222
28/10/1987,1.2255
29/10/1987,1.227
30/10/1987,1.225
02/11/1987,1.246
03/11/1987,1.238
04/11/1987,1.2365
05/11/1987,1.259
06/11/1987,1.265
09/11/1987,1.271
10/11/1987,1.2675
11/11/1987,1.2645
12/11/1987,1.257
13/11/1987,1.2555
16/11/1987,1.2695
17/11/1987,1.269
18/11/1987,1.2765
19/11/1987,1.2925
20/11/1987,1.278
23/11/1987,1.2808
24/11/1987,1.2848
25/11/1987,1.2946
30/11/1987,1.2898
01/12/1987,1.2855
02/12/1987,1.279
03/12/1987,1.273
04/12/1987,1.28
07/12/1987,1.2725
08/12/1987,1.2835
09/12/1987,1.2775
10/12/1987,1.276
11/12/1987,1.276
14/12/1987,1.2745
15/12/1987,1.276
16/12/1987,1.284
17/12/1987,1.295
18/12/1987,1.295
21/12/1987,1.29
22/12/1987,1.289
23/12/1987,1.2995
24/12/1987,1.2975
28/12/1987,1.309
29/12/1987,1.302
30/12/1987,1.27
31/12/1987,1.2595
04/01/1988,1.263
05/01/1988,1.2795
06/01/1988,1.286
07/01/1988,1.2845
08/01/1988,1.2785
11/01/1988,1.265
12/01/1988,1.27
13/01/1988,1.274
14/01/1988,1.2735
15/01/1988,1.2765
18/01/1988,1.295
19/01/1988,1.2915
20/01/1988,1.2945
21/01/1988,1.306
22/01/1988,1.304
25/01/1988,1.2905
26/01/1988,1.3005
27/01/1988,1.303
28/01/1988,1.3055
29/01/1988,1.3155
01/02/1988,1.334
02/02/1988,1.33
03/02/1988,1.34
04/02/1988,1.347
05/02/1988,1.367
08/02/1988,1.367
09/02/1988,1.3655
10/02/1988,1.369
11/02/1988,1.38
12/02/1988,1.3815
16/02/1988,1.36
17/02/1988,1.377
18/02/1988,1.3725
19/02/1988,1.4075
22/02/1988,1.4225
23/02/1988,1.41
24/02/1988,1.4148
25/02/1988,1.3908
26/02/1988,1.3781
29/02/1988,1.3494
01/03/1988,1.351
02/03/1988,1.37
03/03/1988,1.3595
04/03/1988,1.355
07/03/1988,1.3435
08/03/1988,1.3675
09/03/1988,1.354
10/03/1988,1.353
11/03/1988,1.3695
14/03/1988,1.3625
15/03/1988,1.3585
16/03/1988,1.343
17/03/1988,1.3235
18/03/1988,1.338
21/03/1988,1.325
22/03/1988,1.326
23/03/1988,1.3395
24/03/1988,1.334
25/03/1988,1.344
28/03/1988,1.3555
29/03/1988,1.354
30/03/1988,1.335
31/03/1988,1.345
04/04/1988,1.3475
05/04/1988,1.334
06/04/1988,1.339
07/04/1988,1.333
08/04/1988,1.333
11/04/1988,1.333
12/04/1988,1.334
13/04/1988,1.346
14/04/1988,1.3535
15/04/1988,1.359
18/04/1988,1.3515
19/04/1988,1.3475
20/04/1988,1.3425
21/04/1988,1.344
22/04/1988,1.3495
25/04/1988,1.348
26/04/1988,1.3478
27/04/1988,1.334
28/04/1988,1.3236
29/04/1988,1.322
02/05/1988,1.3275
03/05/1988,1.343
04/05/1988,1.3445
05/05/1988,1.3555
06/05/1988,1.364
09/05/1988,1.357
10/05/1988,1.3645
11/05/1988,1.3605
12/05/1988,1.3515
13/05/1988,1.3415
16/05/1988,1.3185
17/05/1988,1.325
18/05/1988,1.3255
19/05/1988,1.332
20/05/1988,1.334
23/05/1988,1.3205
24/05/1988,1.315
25/05/1988,1.316
26/05/1988,1.309
27/05/1988,1.314
31/05/1988,1.3375
01/06/1988,1.3345
02/06/1988,1.349
03/06/1988,1.353
06/06/1988,1.3745
07/06/1988,1.383
08/06/1988,1.3765
09/06/1988,1.407
10/06/1988,1.3855
13/06/1988,1.363
14/06/1988,1.3505
15/06/1988,1.36
16/06/1988,1.3785
17/06/1988,1.385
20/06/1988,1.3635
21/06/1988,1.3615
22/06/1988,1.355
23/06/1988,1.3325
24/06/1988,1.323
27/06/1988,1.328
28/06/1988,1.3268
29/06/1988,1.3123
30/06/1988,1.3144
01/07/1988,1.3315
05/07/1988,1.326
06/07/1988,1.3415
07/07/1988,1.3495
08/07/1988,1.3545
11/07/1988,1.3575
12/07/1988,1.3595
13/07/1988,1.3695
14/07/1988,1.37
15/07/1988,1.363
18/07/1988,1.3545
19/07/1988,1.3605
20/07/1988,1.375
21/07/1988,1.371
22/07/1988,1.377
25/07/1988,1.378
26/07/1988,1.3295
27/07/1988,1.2405
28/07/1988,1.238
29/07/1988,1.247
01/08/1988,1.1665
02/08/1988,1.0885
03/08/1988,1.182
04/08/1988,1.1655
05/08/1988,1.158
08/08/1988,1.1455
09/08/1988,1.1835
10/08/1988,1.1945
11/08/1988,1.1745
12/08/1988,1.1795
15/08/1988,1.17
16/08/1988,1.184
17/08/1988,1.1815
18/08/1988,1.221
19/08/1988,1.247
22/08/1988,1.2525
23/08/1988,1.212
24/08/1988,1.267
25/08/1988,1.266
26/08/1988,1.2435
29/08/1988,1.216
30/08/1988,1.2105
31/08/1988,1.2373
01/09/1988,1.2275
02/09/1988,1.2315
06/09/1988,1.272
07/09/1988,1.31
08/09/1988,1.298
09/09/1988,1.3015
12/09/1988,1.2855
13/09/1988,1.277
14/09/1988,1.255
15/09/1988,1.2365
16/09/1988,1.2505
19/09/1988,1.239
20/09/1988,1.2715
21/09/1988,1.2705
22/09/1988,1.2585
23/09/1988,1.272
26/09/1988,1.2685
27/09/1988,1.2925
28/09/1988,1.3025
29/09/1988,1.3185
30/09/1988,1.3195
03/10/1988,1.263
04/10/1988,1.244
05/10/1988,1.2325
06/10/1988,1.244
07/10/1988,1.234
10/10/1988,1.2475
11/10/1988,1.2465
12/10/1988,1.227
13/10/1988,1.23
14/10/1988,1.232
17/10/1988,1.247
18/10/1988,1.235
19/10/1988,1.251
20/10/1988,1.2515
21/10/1988,1.2665
24/10/1988,1.251
25/10/1988,1.267
26/10/1988,1.2645
27/10/1988,1.2565
28/10/1988,1.239
31/10/1988,1.236
01/11/1988,1.246
02/11/1988,1.2575
03/11/1988,1.253
04/11/1988,1.25
07/11/1988,1.2725
08/11/1988,1.261
09/11/1988,1.27
10/11/1988,1.2785
11/11/1988,1.288
14/11/1988,1.2725
15/11/1988,1.2695
16/11/1988,1.2725
17/11/1988,1.2555
18/11/1988,1.257
21/11/1988,1.262
22/11/1988,1.26
23/11/1988,1.2541
28/11/1988,1.2292
29/11/1988,1.2327
30/11/1988,1.2398
01/12/1988,1.2395
02/12/1988,1.2365
05/12/1988,1.2355
06/12/1988,1.241
07/12/1988,1.2435
08/12/1988,1.2565
09/12/1988,1.2725
12/12/1988,1.2945
13/12/1988,1.288
14/12/1988,1.334
15/12/1988,1.3405
16/12/1988,1.4035
19/12/1988,1.451
20/12/1988,1.5545
21/12/1988,1.5595
22/12/1988,1.494
23/12/1988,1.4935
27/12/1988,1.4625
28/12/1988,1.5205
29/12/1988,1.59
30/12/1988,1.5935
03/01/1989,1.659
04/01/1989,1.6015
05/01/1989,1.6295
06/01/1989,1.577
09/01/1989,1.483
10/01/1989,1.505
11/01/1989,1.388
12/01/1989,1.421
13/01/1989,1.397
16/01/1989,1.407
17/01/1989,1.426
18/01/1989,1.422
19/01/1989,1.421
20/01/1989,1.423
23/01/1989,1.4085
24/01/1989,1.345
25/01/1989,1.3585
26/01/1989,1.377
27/01/1989,1.3405
30/01/1989,1.36
31/01/1989,1.3265
01/02/1989,1.321
02/02/1989,1.34
03/02/1989,1.346
06/02/1989,1.38
07/02/1989,1.4135
08/02/1989,1.3885
09/02/1989,1.3995
10/02/1989,1.33
13/02/1989,1.325
14/02/1989,1.2805
15/02/1989,1.327
16/02/1989,1.2925
17/02/1989,1.2955
21/02/1989,1.26
22/02/1989,1.279
23/02/1989,1.2727
24/02/1989,1.2646
27/02/1989,1.2652
28/02/1989,1.2773
01/03/1989,1.2815
02/03/1989,1.3035
03/03/1989,1.3215
06/03/1989,1.329
07/03/1989,1.315
08/03/1989,1.2975
09/03/1989,1.322
10/03/1989,1.3265
13/03/1989,1.3255
14/03/1989,1.3065
15/03/1989,1.324
16/03/1989,1.337
17/03/1989,1.335
20/03/1989,1.3215
21/03/1989,1.2785
22/03/1989,1.283
23/03/1989,1.286
27/03/1989,1.273
28/03/1989,1.2625
29/03/1989,1.267
30/03/1989,1.267
31/03/1989,1.2815
03/04/1989,1.2825
04/04/1989,1.315
05/04/1989,1.3265
06/04/1989,1.321
07/04/1989,1.3385
10/04/1989,1.347
11/04/1989,1.328
12/04/1989,1.328
13/04/1989,1.3265
14/04/1989,1.37
17/04/1989,1.3885
18/04/1989,1.38
19/04/1989,1.3945
20/04/1989,1.3955
21/04/1989,1.42
24/04/1989,1.418
25/04/1989,1.4057
26/04/1989,1.3784
27/04/1989,1.3497
28/04/1989,1.289
01/05/1989,1.2545
02/05/1989,1.262
03/05/1989,1.289
04/05/1989,1.284
05/05/1989,1.276
08/05/1989,1.292
09/05/1989,1.305
10/05/1989,1.284
11/05/1989,1.274
12/05/1989,1.297
15/05/1989,1.2825
16/05/1989,1.3155
17/05/1989,1.2995
18/05/1989,1.3375
19/05/1989,1.35
22/05/1989,1.3535
23/05/1989,1.346
24/05/1989,1.323
25/05/1989,1.342
26/05/1989,1.348
30/05/1989,1.3475
31/05/1989,1.307
01/06/1989,1.2935
02/06/1989,1.3035
05/06/1989,1.268
06/06/1989,1.2855
07/06/1989,1.2835
08/06/1989,1.296
09/06/1989,1.299
12/06/1989,1.2485
13/06/1989,1.154
14/06/1989,1.1745
15/06/1989,1.186
16/06/1989,1.175
19/06/1989,1.1605
20/06/1989,1.17
21/06/1989,1.1625
22/06/1989,1.19
23/06/1989,1.1705
26/06/1989,1.11
27/06/1989,1.1028
28/06/1989,1.1162
29/06/1989,1.0815
30/06/1989,1.0918
03/07/1989,0.9385
05/07/1989,0.978
06/07/1989,0.9335
07/07/1989,0.897
10/07/1989,0.8915
11/07/1989,0.8915
12/07/1989,0.868
13/07/1989,0.8745
14/07/1989,0.8885
17/07/1989,0.8775
18/07/1989,0.8875
19/07/1989,0.8865
20/07/1989,0.8825
21/07/1989,0.8635
24/07/1989,0.8485
25/07/1989,0.8475
26/07/1989,0.8535
27/07/1989,0.8345
28/07/1989,0.82
31/07/1989,0.79
01/08/1989,0.8235
02/08/1989,0.8095
03/08/1989,0.8195
04/08/1989,0.816
07/08/1989,0.825
08/08/1989,0.8305
09/08/1989,0.8245
10/08/1989,0.7995
11/08/1989,0.7685
14/08/1989,0.766
15/08/1989,0.7775
16/08/1989,0.7715
17/08/1989,0.7705
18/08/1989,0.771
21/08/1989,0.79
22/08/1989,0.7955
23/08/1989,0.832
24/08/1989,0.79
25/08/1989,0.7905
28/08/1989,0.8244
29/08/1989,0.8564
30/08/1989,0.8592
31/08/1989,0.859
01/09/1989,0.8665
05/09/1989,0.8345
06/09/1989,0.846
07/09/1989,0.859
08/09/1989,0.8775
11/09/1989,0.8665
12/09/1989,0.8005
13/09/1989,0.799
14/09/1989,0.808
15/09/1989,0.8065
18/09/1989,0.7935
19/09/1989,0.799
20/09/1989,0.8255
21/09/1989,0.8385
22/09/1989,0.8065
25/09/1989,0.812
26/09/1989,0.819
27/09/1989,0.8185
28/09/1989,0.83
29/09/1989,0.806
02/10/1989,0.8055
03/10/1989,0.765
04/10/1989,0.7305
05/10/1989,0.729
06/10/1989,0.704
09/10/1989,0.687
10/10/1989,0.695
11/10/1989,0.699
12/10/1989,0.7095
13/10/1989,0.705
16/10/1989,0.704
17/10/1989,0.712
18/10/1989,0.718
19/10/1989,0.72
20/10/1989,0.7285
23/10/1989,0.728
24/10/1989,0.736
25/10/1989,0.7385
26/10/1989,0.726
27/10/1989,0.7305
30/10/1989,0.7435
31/10/1989,0.7485
01/11/1989,0.7255
02/11/1989,0.7545
03/11/1989,0.7505
06/11/1989,0.7625
07/11/1989,0.7575
08/11/1989,0.772
09/11/1989,0.7695
10/11/1989,0.76
13/11/1989,0.7825
14/11/1989,0.7875
15/11/1989,0.7625
16/11/1989,0.729
17/11/1989,0.7175
20/11/1989,0.727
21/11/1989,0.727
22/11/1989,0.72
27/11/1989,0.7302
28/11/1989,0.7415
29/11/1989,0.755
30/11/1989,0.7698
01/12/1989,0.7785
04/12/1989,0.756
05/12/1989,0.767
06/12/1989,0.769
07/12/1989,0.7675
08/12/1989,0.7845
11/12/1989,0.7885
12/12/1989,0.7755
13/12/1989,0.7795
14/12/1989,0.7795
15/12/1989,0.786
18/12/1989,0.765
19/12/1989,0.7645
20/12/1989,0.7815
21/12/1989,0.779
22/12/1989,0.785
26/12/1989,0.8265
27/12/1989,0.803
28/12/1989,0.7975
29/12/1989,0.7955
02/01/1990,0.8055
03/01/1990,0.8175
04/01/1990,0.825
05/01/1990,0.8115
08/01/1990,0.814
09/01/1990,0.8285
10/01/1990,0.8255
11/01/1990,0.816
12/01/1990,0.7905
15/01/1990,0.7755
16/01/1990,0.7755
17/01/1990,0.7875
18/01/1990,0.7935
19/01/1990,0.813
22/01/1990,0.815
23/01/1990,0.8005
24/01/1990,0.8055
25/01/1990,0.813
26/01/1990,0.819
29/01/1990,0.808
30/01/1990,0.8035
31/01/1990,0.8
01/02/1990,0.8065
02/02/1990,0.804
05/02/1990,0.8005
06/02/1990,0.8005
07/02/1990,0.8165
08/02/1990,0.821
09/02/1990,0.8505
12/02/1990,0.8625
13/02/1990,0.8655
14/02/1990,0.858
15/02/1990,0.85
16/02/1990,0.858
20/02/1990,0.869
21/02/1990,0.8965
22/02/1990,0.9115
23/02/1990,0.9181
26/02/1990,0.919
27/02/1990,0.9065
28/02/1990,0.936
01/03/1990,0.965
02/03/1990,0.995
05/03/1990,1.0425
06/03/1990,1.0135
07/03/1990,1.026
08/03/1990,1.0215
09/03/1990,0.9585
12/03/1990,0.9485
13/03/1990,0.9785
14/03/1990,0.9405
15/03/1990,0.964
16/03/1990,0.904
19/03/1990,0.8775
20/03/1990,0.912
21/03/1990,0.9005
22/03/1990,0.926
23/03/1990,0.893
26/03/1990,0.9105
27/03/1990,0.9005
28/03/1990,0.908
29/03/1990,0.914
30/03/1990,0.9215
02/04/1990,0.9145
03/04/1990,0.9205
04/04/1990,0.95
05/04/1990,0.9675
06/04/1990,0.9565
09/04/1990,0.9715
10/04/1990,0.9775
11/04/1990,0.9515
12/04/1990,0.9575
16/04/1990,0.9685
17/04/1990,0.96
18/04/1990,0.93
19/04/1990,0.9315
20/04/1990,0.956
23/04/1990,0.9605
24/04/1990,0.956
25/04/1990,0.9331
26/04/1990,0.9343
27/04/1990,0.932
30/04/1990,0.9345
01/05/1990,0.928
02/05/1990,0.9235
03/05/1990,0.9255
04/05/1990,0.9245
07/05/1990,0.9225
08/05/1990,0.936
09/05/1990,0.943
10/05/1990,0.9315
11/05/1990,0.914
14/05/1990,0.9095
15/05/1990,0.9325
16/05/1990,0.9525
17/05/1990,0.9485
18/05/1990,0.958
21/05/1990,0.9675
22/05/1990,0.9725
23/05/1990,0.9635
24/05/1990,0.973
25/05/1990,0.972
29/05/1990,0.9515
30/05/1990,0.961
31/05/1990,0.9405
01/06/1990,0.931
04/06/1990,0.929
05/06/1990,0.9465
06/06/1990,0.9395
07/06/1990,0.9475
08/06/1990,0.9305
11/06/1990,0.9205
12/06/1990,0.921
13/06/1990,0.9175
14/06/1990,0.871
15/06/1990,0.88
18/06/1990,0.887
19/06/1990,0.884
20/06/1990,0.8585
21/06/1990,0.8665
22/06/1990,0.8565
25/06/1990,0.8575
26/06/1990,0.8535
27/06/1990,0.8676
28/06/1990,0.8623
29/06/1990,0.8506
02/07/1990,0.8685
03/07/1990,0.885
05/07/1990,0.886
06/07/1990,0.875
09/07/1990,0.8685
10/07/1990,0.885
11/07/1990,0.88
12/07/1990,0.8595
13/07/1990,0.8515
16/07/1990,0.8625
17/07/1990,0.8625
18/07/1990,0.8795
19/07/1990,0.8885
20/07/1990,0.869
23/07/1990,0.8715
24/07/1990,0.8795
25/07/1990,0.888
26/07/1990,0.9085
27/07/1990,0.9175
30/07/1990,0.9045
31/07/1990,0.938
01/08/1990,0.9325
02/08/1990,0.921
03/08/1990,0.9075
06/08/1990,0.9235
07/08/1990,0.926
08/08/1990,0.9185
09/08/1990,0.931
10/08/1990,0.935
13/08/1990,0.956
14/08/1990,0.9465
15/08/1990,0.957
16/08/1990,0.943
17/08/1990,0.945
20/08/1990,0.9285
21/08/1990,0.9305
22/08/1990,0.9515
23/08/1990,0.9855
24/08/1990,1
27/08/1990,0.9835
28/08/1990,0.9907
29/08/1990,0.991
30/08/1990,1.0244
31/08/1990,1.0221
04/09/1990,1.012
05/09/1990,1.037
06/09/1990,1.0225
07/09/1990,0.9825
10/09/1990,0.9805
11/09/1990,0.9865
12/09/1990,0.971
13/09/1990,0.951
14/09/1990,0.958
17/09/1990,0.965
18/09/1990,0.9565
19/09/1990,0.971
20/09/1990,0.966
21/09/1990,0.975
24/09/1990,0.94
25/09/1990,0.9465
26/09/1990,0.9435
27/09/1990,0.945
28/09/1990,0.93
01/10/1990,0.924
02/10/1990,0.935
03/10/1990,0.941
04/10/1990,0.9315
05/10/1990,0.929
08/10/1990,0.937
09/10/1990,0.9345
10/10/1990,0.9125
11/10/1990,0.9155
12/10/1990,0.925
15/10/1990,0.928
16/10/1990,0.9185
17/10/1990,0.93
18/10/1990,0.926
19/10/1990,0.9155
22/10/1990,0.93
23/10/1990,0.918
24/10/1990,0.92
25/10/1990,0.913
26/10/1990,0.916
29/10/1990,0.925
30/10/1990,0.9235
31/10/1990,0.905
01/11/1990,0.8885
02/11/1990,0.887
05/11/1990,0.86
06/11/1990,0.8585
07/11/1990,0.8585
08/11/1990,0.867
09/11/1990,0.843
12/11/1990,0.844
13/11/1990,0.841
14/11/1990,0.843
15/11/1990,0.8175
16/11/1990,0.8135
19/11/1990,0.8445
20/11/1990,0.827
21/11/1990,0.8215
26/11/1990,0.853
27/11/1990,0.8556
28/11/1990,0.86
29/11/1990,0.8722
30/11/1990,0.8632
03/12/1990,0.8735
04/12/1990,0.9095
05/12/1990,0.9135
